,Class,Parent,Ancestor,Sibling
462,Fish,['Animal'],[],"['Bird', 'Invertebrate', 'Mammal', 'Reptile', 'Shellfish']"
463,Lobster,"['Shellfish', 'Marine invertebrates']","['Seafood', 'Food', 'Invertebrate', 'Animal']","['Oyster', 'Shrimp', 'Crab', 'Starfish', 'Isopod', 'Squid', 'Jellyfish']"
464,Garden Asparagus,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Squash (Plant)', 'Cabbage', 'Carrot', 'Salad', 'Broccoli', 'Bell pepper', 'Winter melon']"
465,Furniture,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
466,Hedgehog,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
467,Airplane,['Aircraft'],['Vehicle'],"['Helicopter', 'Rocket']"
468,Spoon,"['Kitchen utensil', 'Tableware']","['Kitchenware', 'Tool', 'Building']","['Chopsticks', 'Ladle', 'Spatula', 'Can opener', 'Cutting board', 'Whisk', 'Drinking straw', 'Knife', 'Bottle opener', 'Measuring cup', 'Pizza cutter', 'Fork', 'Teapot', 'Mug', 'Coffee cup', 'Salt and pepper shakers', 'Mixing bowl', 'Saucer', 'Cocktail shaker', 'Bottle', 'Bowl', 'Plate', 'Pitcher (Container)', 'Kitchen knife', 'Jug', 'Platter', 'Wine glass', 'Serving tray', 'Cake stand']"
469,Otter,['Carnivore'],"['Mammal', 'Animal']","['Bear', 'Cat', 'Fox', 'Jaguar (Animal)', 'Lynx', 'Red panda', 'Tiger', 'Lion', 'Dog', 'Leopard', 'Cheetah', 'Raccoon']"
470,Bull,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
471,Oyster,"['Shellfish', 'Invertebrate']","['Seafood', 'Food', 'Animal']","['Lobster', 'Shrimp', 'Crab', 'Tick', 'Centipede', 'Marine invertebrates', 'Insect', 'Scorpion', 'Worm', 'Spider', 'Snail']"
472,Horizontal bar,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
473,Convenience store,['Building'],[],"['Tree house', 'Lighthouse', 'Skyscraper', 'Castle', 'Tower', 'House', 'Office building']"
474,Bomb,['Weapon'],['Building'],"['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Shotgun', 'Tank', 'Axe', 'Handgun', 'Sword', 'Missile']"
475,Bench,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Drawer', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
476,Ice cream,['Dessert'],['Food'],"['Muffin', 'Cookie', 'Cake', 'Candy']"
477,Caterpillar,['Moths and butterflies'],"['Insect', 'Invertebrate', 'Animal']",['Butterfly']
478,Butterfly,['Moths and butterflies'],"['Insect', 'Invertebrate', 'Animal']",['Caterpillar']
479,Parachute,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
480,Orange,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
481,Antelope,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
482,Beaker,['Container'],"['Tool', 'Building']","['Tin can', 'Barrel', 'Bottle', 'Picnic basket', 'Jug', 'Waste container', 'Flowerpot']"
483,Moths and butterflies,['Insect'],"['Invertebrate', 'Animal']","['Bee', 'Beetle', 'Ant', 'Dragonfly']"
484,Window,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
485,Closet,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet']"
486,Castle,['Building'],[],"['Tree house', 'Lighthouse', 'Skyscraper', 'Tower', 'House', 'Office building', 'Convenience store']"
487,Jellyfish,['Marine invertebrates'],"['Invertebrate', 'Animal']","['Starfish', 'Isopod', 'Squid', 'Lobster', 'Shrimp', 'Crab']"
488,Goose,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Swan', 'Falcon', 'Parrot', 'Sparrow', 'Turkey']"
489,Mule,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
490,Swan,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Falcon', 'Parrot', 'Sparrow', 'Turkey']"
491,Peach,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
492,Coconut,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part']"
493,Seat belt,['Auto part'],"['Land vehicle', 'Vehicle']","['Vehicle registration plate', 'Wheel', 'Tire']"
494,Raccoon,['Carnivore'],"['Mammal', 'Animal']","['Bear', 'Cat', 'Fox', 'Jaguar (Animal)', 'Lynx', 'Red panda', 'Tiger', 'Lion', 'Dog', 'Leopard', 'Cheetah', 'Otter']"
495,Chisel,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
496,Fork,"['Kitchen utensil', 'Tableware']","['Kitchenware', 'Tool', 'Building']","['Chopsticks', 'Ladle', 'Spatula', 'Can opener', 'Cutting board', 'Whisk', 'Drinking straw', 'Knife', 'Bottle opener', 'Measuring cup', 'Pizza cutter', 'Spoon', 'Teapot', 'Mug', 'Coffee cup', 'Salt and pepper shakers', 'Mixing bowl', 'Saucer', 'Cocktail shaker', 'Bottle', 'Bowl', 'Plate', 'Pitcher (Container)', 'Kitchen knife', 'Jug', 'Platter', 'Wine glass', 'Serving tray', 'Cake stand']"
497,Lamp,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
498,Camera,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Grinder', 'Ruler', 'Binoculars']"
499,Squash (Plant),['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Cabbage', 'Carrot', 'Salad', 'Broccoli', 'Bell pepper', 'Winter melon']"
500,Racket,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Balance beam', 'Helmet', 'Billiard table']"
501,Human face,['Human body'],['Person'],"['Human eye', 'Skull', 'Human head', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human body', 'Auto part', 'Coconut']"
502,Human arm,['Human body'],['Person'],"['Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human leg', 'Human beard', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human body', 'Auto part', 'Coconut']"
503,Vegetable,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
504,Diaper,['Personal care'],[],"['Toothbrush', 'Sunglasses', 'Goggles', 'Crutch', 'Cream', 'Glasses', 'Wheelchair']"
505,Unicycle,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Train', 'Truck', 'Car', 'Taxi', 'Wheelchair']"
506,Falcon,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Parrot', 'Sparrow', 'Turkey']"
507,Chime,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Trumpet', 'Violin', 'Flute', 'Accordion', 'Maracas']"
508,Snail,['Invertebrate'],['Animal'],"['Tick', 'Centipede', 'Marine invertebrates', 'Insect', 'Scorpion', 'Worm', 'Spider', 'Oyster']"
509,Shellfish,"['Seafood', 'Animal']",['Food'],"['Squid', 'Bird', 'Invertebrate', 'Mammal', 'Reptile', 'Fish']"
510,Cabbage,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Squash (Plant)', 'Carrot', 'Salad', 'Broccoli', 'Bell pepper', 'Winter melon']"
511,Carrot,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Squash (Plant)', 'Cabbage', 'Salad', 'Broccoli', 'Bell pepper', 'Winter melon']"
512,Mango,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
513,Jeans,['Trousers'],['Clothing'],[]
514,Flowerpot,['Container'],"['Tool', 'Building']","['Tin can', 'Barrel', 'Bottle', 'Picnic basket', 'Jug', 'Waste container', 'Beaker']"
515,Pineapple,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
516,Drawer,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
517,Stool,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
518,Envelope,['Office supplies'],[],"['Scissors', 'Poster', 'Calculator', 'Box', 'Stapler', 'Whiteboard', 'Pencil sharpener', 'Eraser', 'Fax', 'Adhesive tape', 'Ring binder', 'Pencil case', 'Plastic bag', 'Paper cutter', 'Toilet paper', 'Pen']"
519,Cake,['Dessert'],['Food'],"['Muffin', 'Cookie', 'Ice cream', 'Candy']"
520,Dragonfly,['Insect'],"['Invertebrate', 'Animal']","['Bee', 'Beetle', 'Ant', 'Moths and butterflies']"
521,Common sunflower,['Flower'],['Plant'],"['Lavender (Plant)', 'Rose', 'Lily']"
522,Microwave oven,"['Home appliance', 'Kitchen appliance']",['Kitchenware'],"['Washing machine', 'Toaster', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Mixer', 'Coffeemaker', 'Dishwasher', 'Sewing machine', 'Hand dryer', 'Ceiling fan', 'Slow cooker', 'Food processor', 'Waffle iron', 'Pressure cooker']"
523,Honeycomb,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Sandwich', 'Dairy Product', 'Sushi']"
524,Marine mammal,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Skunk', 'Alpaca', 'Armadillo']"
525,Sea lion,['Marine mammal'],"['Mammal', 'Animal']","['Dolphin', 'Whale', 'Harbor seal']"
526,Ladybug,['Beetle'],"['Insect', 'Invertebrate', 'Animal']",[]
527,Shelf,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Stool', 'Wall clock', 'Bathroom cabinet', 'Closet']"
528,Watch,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Umbrella', 'Glasses', 'Crown']"
529,Candy,['Dessert'],['Food'],"['Muffin', 'Cookie', 'Ice cream', 'Cake']"
530,Salad,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Squash (Plant)', 'Cabbage', 'Carrot', 'Broccoli', 'Bell pepper', 'Winter melon']"
531,Parrot,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Sparrow', 'Turkey']"
532,Handgun,['Weapon'],['Building'],"['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Shotgun', 'Tank', 'Axe', 'Sword', 'Missile', 'Bomb']"
533,Sparrow,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Parrot', 'Turkey']"
534,Van,['Car'],"['Land vehicle', 'Vehicle']",['Limousine']
535,Grinder,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Ruler', 'Binoculars']"
536,Spice rack,['Kitchenware'],[],"['Kitchen utensil', 'Tableware', 'Frying pan', 'Wok', 'Kitchen appliance']"
537,Light bulb,[],[],"['Coin', 'Flag', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
538,Corded phone,['Telephone'],['Building'],['Mobile phone']
539,Sports uniform,['Clothing'],[],"['Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Luggage and bags', 'Helmet']"
540,Tennis racket,['Racket'],"['Sports equipment', 'Building']",['Table tennis racket']
541,Wall clock,"['Furniture', 'Clock']",[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Stool', 'Shelf', 'Bathroom cabinet', 'Closet', 'Alarm clock', 'Digital clock']"
